Dataset,VMD_DC,VMD_IMF1,VMD_IMF2,VMD_IMF3,VMD_Alpha,VMD_K,VMD_Tau,Temp_Best_Model,Temp_RMSE,SVR_Prediction,LSTM_Prediction,Combined_Prediction,SOH
B0007,-0.0064,-0.0089,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,-2.9217,NaN,NaN,97.9614
B0007,-0.0014,-0.0137,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,5.0259,NaN,NaN,97.6425
B0007,0.0044,0.0126,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,-2.9150,NaN,NaN,97.2817
B0007,0.0086,0.0093,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,5.3945,NaN,NaN,96.5962
B0007,0.0101,0.0080,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,-2.9251,NaN,NaN,96.6082
B0007,0.0092,-0.0002,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,5.2772,NaN,NaN,96.2336
B0007,0.0067,0.0024,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,-2.9367,NaN,NaN,96.2222
B0007,0.0036,0.0072,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,5.3925,NaN,NaN,95.8967
B0007,0.0004,0.0008,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,-2.9399,NaN,NaN,95.5636
B0007,-0.0016,0.0047,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,5.3873,NaN,NaN,95.5806
B0007,-0.0019,0.0060,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,-2.9301,NaN,NaN,95.1934
B0007,-0.0006,-0.0043,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,4.8095,NaN,NaN,95.2039
B0007,0.0025,-0.0046,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,-2.9225,NaN,NaN,94.8784
B0007,0.0063,0.0277,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,5.3675,NaN,NaN,94.8895
B0007,0.0080,0.0082,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,-2.9254,NaN,NaN,94.4927
B0007,0.0078,0.0010,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,5.3758,NaN,NaN,95.9320
B0007,0.0064,0.0006,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,-2.9438,NaN,NaN,96.6518
B0007,0.0042,-0.0039,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0018,0.0022,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0009,0.0028,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0036,-0.0016,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0057,-0.0007,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0070,-0.0011,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0074,0.0029,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0073,0.0005,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0065,0.0104,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0057,0.0064,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0044,-0.0012,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0019,-0.0097,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0024,-0.0160,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0079,0.0164,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0115,0.0171,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0122,0.0053,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0108,0.0016,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0081,-0.0010,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0050,0.0019,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0021,0.0047,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0005,0.0023,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0021,-0.0013,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0026,0.0045,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0025,0.0052,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0023,0.0052,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0020,-0.0003,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0017,0.0005,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0013,-0.0040,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0008,0.0012,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0005,-0.0037,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0003,0.0020,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0005,-0.0027,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0007,-0.0029,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0008,-0.0020,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0009,-0.0018,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0009,-0.0013,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0008,-0.0021,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0005,-0.0025,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0002,-0.0028,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0003,-0.0033,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0007,-0.0043,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0010,-0.0110,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0014,-0.0076,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0013,0.0011,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0001,-0.0034,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0025,-0.0078,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0054,-0.0065,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0083,-0.0014,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0110,0.0050,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0132,0.0042,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0139,-0.0023,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0120,-0.0060,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0070,-0.0081,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0008,-0.0140,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0105,-0.0273,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0195,0.0628,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0217,0.0007,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0190,-0.0035,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0136,-0.0049,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0068,-0.0057,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0003,-0.0008,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0052,0.0026,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0091,0.0041,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0111,0.0044,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0111,0.0023,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0093,0.0044,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0062,-0.0002,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0023,-0.0062,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0021,-0.0020,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0057,0.0076,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0073,-0.0003,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0072,-0.0022,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0057,-0.0072,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0037,-0.0081,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0015,-0.0020,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0009,0.0027,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0035,-0.0022,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0058,-0.0028,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0072,0.0014,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0080,0.0050,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0081,0.0026,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0071,-0.0008,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0047,-0.0054,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0008,-0.0068,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0041,-0.0091,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0090,0.0080,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0117,0.0128,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0113,0.0005,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0087,-0.0041,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0049,-0.0033,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0007,-0.0011,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0032,-0.0001,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0062,0.0005,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0079,0.0044,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0084,0.0027,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0076,-0.0003,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0053,0.0005,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0020,-0.0058,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0020,-0.0023,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0055,0.0129,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0072,-0.0019,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0075,-0.0042,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0068,-0.0057,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0054,-0.0015,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0032,-0.0020,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0005,-0.0022,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0023,-0.0021,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0048,-0.0027,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0069,0.0018,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0085,0.0007,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0093,0.0036,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0092,0.0003,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0077,-0.0040,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0047,-0.0044,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0003,-0.0075,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0050,-0.0056,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0096,0.0165,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0116,0.0011,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0112,-0.0012,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0092,-0.0024,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0061,-0.0075,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0028,-0.0023,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0004,-0.0030,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0033,0.0012,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0058,0.0005,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0078,-0.0009,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0090,0.0020,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0093,-0.0019,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0086,-0.0012,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0066,-0.0066,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,-0.0034,-0.0087,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0008,-0.0182,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0054,-0.0016,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
B0007,0.0085,0.0058,0.0000,0.0000,2000.0000,2,1.00,Arrhenius,1.2442,NaN,NaN,NaN,NaN
